00:08:17,  0.000000,-12.503975,       -11,  0.000000
00:39:16,  0.000000,-12.503788,       -11,  0.000000
02:02:43,  0.000000,-12.504002,       -11,  0.000000
03:45:49,  0.000000,-12.504229,       -11,  0.000000
04:41:15,  0.000000,-12.504163,       -11,  0.000000
06:25:33,  0.000000,-12.504053,       -11,  0.000000
07:33:03,  0.000000,-12.504150,       -11,  0.000000
08:05:44,  0.000000,-12.504215,       -11,  0.000000
08:51:24,  0.000000,-12.504114,       -11,  0.000000
09:18:05,  0.000000,-12.504027,       -11,  0.000000
10:02:59,  0.000000,-12.503928,       -11,  0.000000
13:09:01,  0.000000,-12.502148,       -11,  0.000000
15:36:32,  0.000000,-12.501937,       -11,  0.000000
