03:38:25, 13.992500,  1.524888,       104,  2.413293
06:31:50, 13.380003,  1.613426,       108,  2.499282
07:44:14, 13.542498,  1.512162,       102,  2.373529
09:40:19, 12.924999,  1.463675,       100,  2.360850
10:06:37, 13.494999,  1.464175,       102,  2.337083
10:09:42, 13.592499,  1.480012,       101,  2.344059
10:11:05, 12.247503,  1.480962,       100,  2.348850
14:13:24, 13.747501,  1.310152,        96,  2.224402
14:22:59, 13.232500,  1.346990,        96,  2.210599
14:27:38, 13.287502,  1.323514,        95,  2.196342
14:45:21, 13.202499,  1.344702,        96,  2.206172
