06:16:03, 13.290001,  1.768438,       106,  2.779977
06:54:41, 11.535000,  1.683963,       105,  2.771452
09:25:09, 13.092501,  1.679738,       103,  2.742985
09:53:56, 13.357502,  1.673214,       102,  2.681030
10:08:47, 13.512499,  1.577051,       102,  2.637623
10:10:50, 12.099998,  1.613462,       101,  2.667847
10:50:42, 12.617498,  1.617726,       101,  2.697649
14:08:35, 12.875002,  1.496876,        95,  2.572315
14:16:42, 13.005001,  1.497589,        97,  2.533067
14:24:21, 13.405001,  1.458752,        95,  2.524210
14:33:08, 12.967497,  1.476102,        96,  2.499949
23:23:42, 12.379997,  1.519537,         9,  5.778333
